Country Name,Country Code,Time,Time Code,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]",Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],"Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, secondary (% net) [SE.SEC.NENR]","Labor force participation rate, female (% of female population ages 15+) (national estimate) [SL.TLF.CACT.FE.NE.ZS]",Proportion of seats held by women in national parliaments (%) [SG.GEN.PARL.ZS],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],Access to electricity (% of population) [EG.ELC.ACCS.ZS],Unemployment with basic education (% of total labor force with basic education) [SL.UEM.BASC.ZS],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Population living in slums (% of urban population) [EN.POP.SLUM.UR.ZS],Population density (people per sq. km of land area) [EN.POP.DNST],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Forest area (% of land area) [AG.LND.FRST.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]
Somalia,SOM,2013,YR2013,53.843,820,62.4,110.15,0.1,7.128,..,..,..,13.8181818181818,45.57015076,51.5337905883789,..,42.117,..,20.487271654924,0.0509240041906293,10.388704689642,..
Somalia,SOM,2014,YR2014,54.277,930,60.4,100.6,0.1,7.057,..,..,..,13.8181818181818,47.14312859,51.2936363220215,..,42.679,..,21.2153457455287,0.0489134048651181,10.2663627379093,..
Somalia,SOM,2015,YR2015,54.857,1080,59.9,101.92,0.1,6.978,..,..,..,13.8181818181818,48.71115368,51.1348609924316,..,43.245,..,21.9401058437211,0.0472758241737484,10.1440207861766,..
Somalia,SOM,2016,YR2016,55.044,1120,59.7,97.48,0.1,6.886,..,..,..,..,50.27459621,51.1132354736328,..,43.816,..,22.7832546944241,0.046058003699333,10.0216788344438,..
South Africa,ZAF,2000,YR2000,58.47,7980,..,71.15,11.3,2.413,85.94651,58.85436,42.61,29.8245614035088,84.48006083,72.2824630737305,33.2,56.891,27.60971,38.5901013115268,6.08079983139822,14.6552110725503,1.38728913141799
South Africa,ZAF,2001,YR2001,57.261,8250,3.9,68.13,12.3,2.373,86.85367,59.68998,52.9,29.8245614035088,85.01809268,70.1999969482422,34.21,57.368,..,38.9333965328211,6.78683127321076,14.6252050548599,1.48316101798605
South Africa,ZAF,2002,YR2002,55.666,8670,3.7,72.34,13,2.324,87.57863,61.81554,52.52,29.8245614035088,85.56443069,76.6999969482422,38.4,57.898,27.22887,39.2893470393788,6.95162138575791,14.5951990371695,1.52930955872386
South Africa,ZAF,2003,YR2003,54.331,9000,3.6,72.77,13.7,2.358,89.12303,63.53457,50.45,29.8245614035088,86.10734795,78.8000030517578,37.18,58.446,..,39.6541460237905,7.34013694647902,14.5651930194792,1.4688112381823
South Africa,ZAF,2004,YR2004,54.043,9630,3.4,74.45,14.1,2.436,89.06283,65.07833,48.31,32.7787021630616,86.640904,80.9000015258789,33.66,58.993,26.84803,40.0267671813303,7.82589266746891,14.5351870017888,1.35572857797827
South Africa,ZAF,2005,YR2005,53.98,10360,3.4,79,14.6,2.512,88.64586,66.15872,50.37,32.75,87.16428233,80.8000030517578,33.37,59.536,..,40.4068510992589,7.70443249175641,14.5051809840985,1.38376969035915
South Africa,ZAF,2006,YR2006,54.278,11170,3.5,76.7,14.9,2.548,..,..,51.87,32.75,87.67812704,80.6999969482422,32.68,60.077,26.46718,40.7980908259074,7.67375277611892,14.4751749664081,1.29074698271175
South Africa,ZAF,2007,YR2007,54.992,11820,3.6,78.75,15.2,2.545,..,..,50.78,33,88.18248627,82,31.6,60.616,..,41.2138373904657,7.94189042047965,14.4451689487177,1.17751725288717
South Africa,ZAF,2008,YR2008,56.022,12300,3.6,88.6,15.6,2.679,..,..,52.5,33,88.67766946,81.9000015258789,24.53,61.154,26.08634,41.6834793791063,8.43929293570921,14.4151629310274,1.14584331442431
South Africa,ZAF,2009,YR2009,57.447,12150,3.6,87.39,15.9,2.501,..,..,51.17,44.5,89.16270481,82.5999984741211,25.39,61.687,..,42.1821785687789,7.89903159379301,14.385156913337,1.21400204252781
South Africa,ZAF,2010,YR2010,58.899,12520,3.7,90.03,16.3,2.445,..,..,46.92,44.5,89.63843841,82.9000015258789,28.48,62.218,25.7055,42.68844108846,8.21295063866178,14.3551508956467,1.11580825092212
South Africa,ZAF,2011,YR2011,60.651,12970,3.8,89.21,16.8,2.436,..,..,49.64,42.25,90.10468946,83.5999984741211,26.63,62.746,..,43.2311905959162,7.80385110974562,14.3251448779563,1.10325767555138
South Africa,ZAF,2012,YR2012,61.846,12810,3.9,92.16,17.2,2.447,..,..,49.19,42.25,90.56175402,85.3000030517578,..,63.272,25.32466,43.8096373723302,8.03052845973395,14.2951388602659,1.1327931119157
South Africa,ZAF,2013,YR2013,62.533,13230,4.3,97.4,17.5,2.428,..,..,49.68,42.25,91.00903337,85.1999969482422,27.64,63.793,..,44.4102383170251,8.11014801753794,14.2651328425756,1.12327426203249
South Africa,ZAF,2014,YR2014,63.38,13220,4.8,102.95,17.9,2.424,..,..,49.42,41.5,91.44727967,85.9000015258789,28.31,64.312,24.94382,45.1158207552614,8.18437556704969,14.2351268248852,1.10943788284507
South Africa,ZAF,2015,YR2015,63.95,13270,5.2,100.99,18.2,2.359,84.35479,90.54401,50.92,42,91.87634387,85.3000030517578,28.15,64.828,..,46.061301304932,7.60256940913841,14.2051208071948,1.09918207478519
South Africa,ZAF,2016,YR2016,64.747,13350,5.4,96.06,18.4,2.261,..,..,51.03,42,92.29629284,83.9000015258789,29.09,65.341,24.56298,46.511201971824,7.53498875284608,14.1751147895045,1.06519964469914
South Sudan,SSD,2000,YR2000,46.028,..,..,..,1.9,7.513,..,..,..,..,..,..,..,16.504,..,..,0.0752024715264194,..,..
South Sudan,SSD,2001,YR2001,46.881,..,..,..,1.9,7.369,..,..,..,..,..,..,..,16.632,..,..,0.0827413729227823,..,..
South Sudan,SSD,2002,YR2002,47.492,..,..,..,2,7.191,..,..,..,..,..,..,..,16.761,99.8,..,0.100854309687262,..,..
South Sudan,SSD,2003,YR2003,50.253,..,..,..,2,6.851,..,..,..,..,..,..,..,16.891,..,..,0.10773876714423,..,..
South Sudan,SSD,2004,YR2004,50.917,..,..,..,2,6.517,..,..,..,..,..,..,..,17.023,99.8,..,0.130103682898103,..,..
South Sudan,SSD,2005,YR2005,51.545,..,..,..,2,6.171,..,..,..,..,..,..,..,17.154,..,..,0.119020511692163,..,..
South Sudan,SSD,2006,YR2006,52.016,..,..,..,2,5.82,..,..,..,..,..,0.643131792545319,..,17.287,99.8,..,0.124374604350424,..,..
South Sudan,SSD,2007,YR2007,52.856,..,..,..,2,5.638,..,..,..,..,..,1.03156232833862,..,17.42,..,..,0.139370832577497,..,..
South Sudan,SSD,2008,YR2008,53.538,..,..,..,2,5.552,..,..,71.58,..,..,1.42722380161285,..,17.555,99.80584,..,0.140426193079513,..,5.76128903307145
South Sudan,SSD,2009,YR2009,53.891,..,..,..,2,5.465,..,..,..,..,..,3,..,17.701,..,..,0.139846056446547,..,4.96846263299849
South Sudan,SSD,2010,YR2010,54.812,..,..,..,2,5.376,..,..,..,..,..,1.5,..,17.86,97.0038,..,0.135185645173427,..,4.14063254299941
South Sudan,SSD,2011,YR2011,54.94,1570,..,..,1.9,5.286,43.387,5.0784,..,26.5060240963855,41.16322101,2.68468475341797,..,18.032,..,..,0.125081103772802,..,6.09441532228387
South Sudan,SSD,2012,YR2012,55.865,1380,..,94.97,1.9,5.197,..,..,..,26.5060240963855,41.23719669,3.13636112213135,..,18.217,94.20176,16.9347934106626,0.132559567705925,11.3256215087114,8.7711241134394
South Sudan,SSD,2013,YR2013,55.751,1850,..,94.4,1.9,5.108,..,..,..,26.5060240963855,41.27469331,3.60786819458008,..,18.415,..,17.5747804345418,0.130838820817266,11.3256215087114,6.57275748381733
South Sudan,SSD,2014,YR2014,54.973,1210,..,98.56,1.9,5.022,..,..,..,26.5060240963855,41.27738534,4.09718370437622,..,18.626,94.2,17.7445033468897,0.13608858921258,11.3256215087114,8.61955985918476
South Sudan,SSD,2015,YR2015,55.566,1040,..,100.64,1.9,4.937,35.20717,5.48403,..,26.5060240963855,41.24750946,4.60133981704712,..,18.852,..,17.714460462393,0.175928836633719,11.3256215087114,10.5614614536697
South Sudan,SSD,2016,YR2016,55.544,..,..,100.8,2,4.855,..,..,..,28.4595300261097,41.1868131,5.1173677444458,..,19.092,94.2,17.5115993860079,0.156351308793835,11.3256215087114,4.60153148570379
Sri Lanka,LKA,2000,YR2000,70.355,4420,..,68.86,0.1,2.191,..,..,36.49,..,80.04477192,70.2628021240234,..,18.38,..,299.435592409504,0.582017750292556,34.546643278584,5.03387296841704
Sri Lanka,LKA,2001,YR2001,70.787,4420,16.7,66.67,0.1,2.261,99.72458,..,31.9,..,80.61258078,63.5999984741211,..,18.365,..,301.574342210174,0.573612341167996,34.4464997608037,4.28699058949232
Sri Lanka,LKA,2002,YR2002,71.117,4640,16.1,67.7,0.1,2.275,99.92302,..,33.6,4.44444444444444,81.2801927,80.6999969482422,..,18.349,..,303.978249083081,0.59725714539916,34.3463562430234,3.34258944021437
Sri Lanka,LKA,2003,YR2003,71.373,4990,15.7,70.36,0.1,2.276,99.61839,..,35.56,4.44444444444444,81.94948944,74.9988174438477,..,18.334,..,306.554552702918,0.645665665628175,34.2462127252432,2.86891182725842
Sri Lanka,LKA,2004,YR2004,67.091,5360,15,67.02,0.1,2.267,96.84556,..,34.73,4.88888888888889,82.62031613,76.5685806274414,..,18.319,..,309.15568489874,0.66374882377005,34.1460692074629,2.99735847919569
Sri Lanka,LKA,2005,YR2005,72.118,5810,14,73.32,0.1,2.283,97.19208,..,34.55,4.88888888888889,83.29253597,78.137809753418,..,18.303,..,311.672588103971,0.715498009003638,34.0459256896827,2.6395333951407
Sri Lanka,LKA,2006,YR2006,71.969,6390,13.2,74.81,0.1,2.344,96.53303,..,35.49,4.88888888888889,83.9664351,82.0500030517578,..,18.288,..,314.080322117685,0.629818972676501,33.9457821719024,2.79877359903086
Sri Lanka,LKA,2007,YR2007,72.049,6980,11.8,74.12,0.1,2.327,96.14996,..,36.96,5.77777777777778,84.64173559,80,..,18.272,..,316.409567852017,0.684989913337557,33.8456386541221,3.26060835702917
Sri Lanka,LKA,2008,YR2008,71.729,7400,10.8,82.75,0.1,2.275,95.40908,..,34.26,5.77777777777778,85.31870248,82.8673934936523,..,18.257,..,318.673002710891,0.641048351519897,33.7454951363419,3.24360178402603
Sri Lanka,LKA,2009,YR2009,69.187,7740,9.8,81.48,0.1,2.224,93.07299,..,35.2,5.77777777777778,85.99720724,87.0899963378906,4,18.242,..,320.897911018976,0.610798077551886,33.6453516185616,3.16189871004304
Sri Lanka,LKA,2010,YR2010,73.215,8390,9.6,89.51,0.1,2.196,94.73654,84.03138,34.32,5.33333333333333,86.67712252,85.3000030517578,3.27,18.226,..,323.102184659544,0.645147025393379,33.5452081007814,2.70074784039336
Sri Lanka,LKA,2011,YR2011,73.38,9260,8.9,85.74,0.1,2.206,94.87746,85.2998,34.2,5.77777777777778,87.3586998,87.7600021362305,3.1,18.211,..,325.282985169829,0.756109666124404,33.625578057726,2.68315772063743
Sri Lanka,LKA,2012,YR2012,73.906,10440,8.1,90.74,0.1,2.196,95.23607,..,32.95,5.77777777777778,88.04181203,87,3.17,18.196,..,325.70562908627,0.824822521419829,33.7059480146707,2.15519951243996
Sri Lanka,LKA,2013,YR2013,74.239,10990,7,99.17,0.1,2.181,96.37795,..,35.34,5.77777777777778,88.72831319,90.1999969482422,3.08,18.198,..,328.257056290863,0.703337381588535,33.7863179716154,2.15404824269909
Sri Lanka,LKA,2014,YR2014,74.651,11450,6,89.76,0.1,2.13,97.26222,..,34.54,5.77777777777778,89.41811478,92.660514831543,3.1,18.218,..,331.334715356403,0.847020887477139,33.86668792856,2.41264701190051
Sri Lanka,LKA,2015,YR2015,74.927,11920,5.2,105.56,0.1,2.091,98.91893,..,35.77,4.88888888888889,90.11102857,94.3518676757813,3.13,18.256,..,338.810527846445,0.97103481163567,34.3951658507424,2.5530550002598
Sri Lanka,LKA,2016,YR2016,75.331,12730,4.7,104.68,0.1,2.068,98.90304,..,35.77,5.77777777777778,90.80674449,97.5,3.06,18.311,..,342.575089266961,1.03412724614441,34.3441099962839,2.11414241514147
St. Lucia,LCA,2000,YR2000,70.768,8660,..,172,..,2.202,89.26997,62.29479,62,11.1111111111111,90.37986953,89.3874359130859,..,27.774,..,261.475409836066,2.41943573667712,34.4426229508197,..
St. Lucia,LCA,2001,YR2001,71.135,8450,..,143.96,..,2.06,90.22427,60.86982,53.61,..,90.36279559,89.9000015258789,..,27.473,..,263.268852459016,2.62712181027934,34.4032786885246,..
St. Lucia,LCA,2002,YR2002,71.472,8670,..,171.64,..,1.933,97.46535,60.42583,..,11.1111111111111,90.29791395,90.3582916259766,..,26.329,..,265.244262295082,2.67863212998844,34.3639344262295,..
St. Lucia,LCA,2003,YR2003,71.771,9040,..,147.57,..,1.826,95.94187,63.7075,62.25,11.1111111111111,90.65216558,90.8346939086914,..,25.216,..,267.290163934426,2.73418094169166,34.3245901639344,..
St. Lucia,LCA,2004,YR2004,72.028,9740,..,140.82,..,1.74,94.24963,62.68135,61.8,11.1111111111111,91.01526596,91.3082122802734,..,24.133,..,269.244262295082,2.73199422792394,34.2852459016393,..
St. Lucia,LCA,2005,YR2005,72.245,9950,..,113.1,..,1.675,91.79219,68.03964,60.8,11.1111111111111,91.38715052,91.7811889648438,..,23.085,..,271.124590163934,2.68160545632641,34.2459016393443,..
St. Lucia,LCA,2006,YR2006,72.465,11060,..,120.52,..,1.63,94.16778,68.6966,61.4,0,91.76730289,92.2560424804688,..,22.068,..,272.901639344262,2.85757193488316,34.2065573770492,..
St. Lucia,LCA,2007,YR2007,72.599,11380,..,123.68,..,1.598,93.2892,76.97758,59.3,11.1111111111111,92.15550074,92.7354202270508,..,21.084,..,274.619672131148,2.88028749149345,34.1672131147541,..
St. Lucia,LCA,2008,YR2008,72.698,12110,..,141.1,..,1.574,..,79.70525,52.41,11.1111111111111,92.55132673,93.2220230102539,..,20.131,..,276.354098360656,2.93458143507973,34.127868852459,..
St. Lucia,LCA,2009,YR2009,72.722,11990,..,136.52,..,1.555,..,82.4496,57.55,11.1111111111111,92.95462521,93.7185668945313,..,19.213,..,278.177049180328,8.04653245957286,34.0885245901639,..
St. Lucia,LCA,2010,YR2010,72.72,12310,..,107.03,..,1.538,..,82.5328,..,11.1111111111111,93.36868145,94.1999969482422,..,18.45,..,280.22131147541,3.12691958931758,34.0491803278688,..
St. Lucia,LCA,2011,YR2011,72.944,13350,..,108.62,..,1.522,..,81.23662,61.81,16.6666666666667,93.80837953,94.7525177001953,..,18.45,..,282.204918032787,3.43373319004328,34.0491803278688,..
St. Lucia,LCA,2012,YR2012,72.882,13030,..,95.57,..,1.508,..,80.93965,64.56,16.6666666666667,94.24808366,95.3434219360352,..,18.45,..,283.809836065574,4.34255215914605,34.0491803278688,..
St. Lucia,LCA,2013,YR2013,72.735,13450,..,99.5,..,1.496,..,80.11243,63.43,16.6666666666667,94.68801648,95.8573837280273,..,18.461,..,285.209836065574,2.91473634597478,34.0491803278688,..
St. Lucia,LCA,2014,YR2014,72.864,13130,..,101.3,..,1.485,..,..,..,16.6666666666667,95.1280438,96.4376373291016,..,18.482,..,286.563934426229,2.89810301823757,34.0491803278688,..
St. Lucia,LCA,2015,YR2015,73.138,12650,..,101.19,..,1.473,94.16119,80.79577,..,16.6666666666667,95.56809428,97.0327377319336,..,18.515,..,287.906557377049,2.85839554044744,34.0491803278688,..
St. Lucia,LCA,2016,YR2016,73.112,13690,..,97.51,..,1.461,94.85034,78.60232,..,16.6666666666667,96.00804027,97.6397094726563,..,18.558,..,289.201639344262,2.87053675182668,34.0491803278688,..
St. Vincent and the Grenadines,VCT,2000,YR2000,71.377,6180,..,73.3,..,2.34,96.71752,67.9226,..,4.76190476190476,93.15182961,79.8817749023438,..,45.186,..,291.828205128205,1.43832426875664,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2001,YR2001,71.938,6510,13.4,77.01,..,2.298,..,67.96428,..,..,93.29421463,82.4100036621094,..,45.548,..,291.387179487179,1.79952657931556,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2002,YR2002,72.168,6970,11.9,80.59,..,2.215,97.78367,72.74333,..,22.7272727272727,93.43659965,82.4681243896484,..,45.914,..,290.897435897436,2.01322168356104,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2003,YR2003,72.352,7520,9.5,82.54,..,2.14,97.84058,71.89572,..,22.7272727272727,93.57898467,83.7522735595703,..,46.283,..,290.020512820513,2.07058740318987,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2004,YR2004,73.035,8010,8.7,78.05,..,2.087,97.05687,75.54589,..,22.7272727272727,93.72136969,85.0335311889648,..,46.656,..,288.738461538462,2.18190537084399,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2005,YR2005,73.516,8530,7.9,88.44,..,2.065,96.01852,72.81704,..,18.1818181818182,93.86375471,86.3142623901367,..,47.032,..,287.289743589744,2.21254339851664,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2006,YR2006,74.017,9580,7.2,89.72,..,2.055,..,..,..,18.1818181818182,94.00613973,87.5968551635742,..,47.412,..,285.710256410256,2.25259586994176,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2007,YR2007,74.703,10330,6.8,92.49,..,2.081,95.72852,..,..,18.1818181818182,94.14852475,88.7900009155273,..,47.794,..,284.164102564103,2.4344907240309,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2008,YR2008,75.053,10630,6.4,92.95,..,2.137,95.28182,91.41352,..,18.1818181818182,94.29090977,90.1783294677734,..,48.18,..,282.861538461538,2.31063490336851,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2009,YR2009,75.083,10740,6,96.42,..,2.154,95.53163,89.847,..,21.7391304347826,94.4332948,91.4826202392578,..,48.569,..,281.641025641026,8.06445739257101,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2010,YR2010,74.718,10440,5.8,93.97,..,2.133,94.8599,85.59002,..,14.2857142857143,94.57567982,92.799560546875,..,48.961,..,280.276923076923,2.25052146229004,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2011,YR2011,74.596,10640,5.6,96.27,..,2.101,94.74164,..,..,17.3913043478261,94.71806484,94.1318588256836,..,49.356,..,278.725641025641,2.43783520234032,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2012,YR2012,74.146,11000,5.5,98.69,..,2.12,95.33527,..,..,17.3913043478261,94.86044986,95.4822235107422,..,49.754,..,277.135897435897,3.30394234060861,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2013,YR2013,73.798,11640,5.4,98.31,..,2.112,92.18069,85.54762,..,13.0434782608696,95.00283488,96.8524169921875,..,50.154,..,275.51282051282,2.10888785481619,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2014,YR2014,74.473,11730,5.6,102.01,..,2.12,90.44287,87.38822,..,13.0434782608696,95.1452199,98.2404251098633,..,50.558,..,274.133333333333,2.50579916192757,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2015,YR2015,74.407,12140,5.9,100.15,..,2.099,93.19511,84.82507,..,13.0434782608696,95.1452199,99.6432723999023,..,50.964,..,273.030769230769,2.31870175240886,73.1794871794872,..
St. Vincent and the Grenadines,VCT,2016,YR2016,74.28,13440,5.8,97.83,..,2.025,93.21147,89.72899,..,13.0434782608696,95.1452199,99.8008422851563,..,51.373,..,271.7,2.41310646168946,73.1794871794872,..
Sudan,SDN,2000,YR2000,58.319,2590,..,..,0.2,5.38,..,..,..,..,43.42977602,23,..,32.495,..,11.0685071548822,0.216388042134133,12.1982996632997,4.79142088157686
Sudan,SDN,2001,YR2001,58.562,2780,21.5,..,0.2,5.327,..,..,..,9.72222222222222,43.44303762,29.2552261352539,..,32.548,..,11.3414364478114,0.232117537175311,12.1248573232323,2.94404491102975
Sudan,SDN,2002,YR2002,58.976,2900,20.3,..,0.2,5.248,..,..,..,9.72222222222222,43.45629573,29.5256023406982,..,32.601,99.1,11.6036691919192,0.279790026360958,12.051414983165,3.27380035115994
Sudan,SDN,2003,YR2003,58.2,3070,20,..,0.2,5.172,..,..,..,9.72222222222222,43.46955549,29.7905673980713,..,32.654,..,11.8640475589226,0.281383038483447,11.9779726430976,2.25618439439824
Sudan,SDN,2004,YR2004,56.773,3220,19.7,..,0.2,5.094,..,..,..,9.72222222222222,43.48281706,30.0523929595947,..,32.707,99.1,12.1344907407407,0.306185411467646,11.9045303030303,5.78262016066383
Sudan,SDN,2005,YR2005,57.279,3420,18.9,..,0.2,5.039,..,..,..,14.6666666666667,44.87897118,30.313346862793,..,32.76,..,12.4329027777778,0.355307887181757,11.831087962963,4.39231199033622
Sudan,SDN,2006,YR2006,60.281,3620,17.6,..,0.2,5.044,..,..,..,17.7777777777778,46.27477401,30.5757923126221,..,32.813,99.08834,12.7664006734007,0.425182593407938,11.7576456228956,4.60027134346932
Sudan,SDN,2007,YR2007,61.256,3830,16.7,..,0.2,5.065,..,..,..,18.058690744921,47.67022906,30.8424415588379,..,32.866,..,13.1275938552189,0.447671669055751,11.6842032828283,5.28804641975603
Sudan,SDN,2008,YR2008,61.206,3900,16.3,..,0.2,5.074,..,..,31.4,18.058690744921,49.06532779,19.9699993133545,..,32.919,94.00333,13.4954718013468,0.466335493938748,11.6107609427609,4.9789323229941
Sudan,SDN,2009,YR2009,62.644,3760,16.5,..,0.2,5.05,..,..,23,18.9189189189189,50.46498406,29,..,32.993,..,13.8670686026936,0.469850284484822,11.5373186026936,5.45393031439214
Sudan,SDN,2010,YR2010,63.016,3680,16.5,..,0.2,5.017,..,..,..,25.5605381165919,51.86921343,38.0397758483887,..,33.089,88.91831,14.2003085016835,0.486693319752591,11.4638762626263,..
Sudan,SDN,2011,YR2011,63.246,4000,15.5,..,0.2,4.96,58.74802,31.4995,28.33,24.5762711864407,53.27779729,39.8208045959473,18.56,33.207,..,14.4863737373737,0.462634339061926,11.3905395622896,..
Sudan,SDN,2012,YR2012,63.792,3710,13.5,81.04,0.2,4.895,55.15486,..,..,24.5762711864407,54.69029824,41.5919952392578,..,33.346,83.8333,18.8221584582441,0.449283090184379,10.5635299785867,..
Sudan,SDN,2013,YR2013,63.678,3700,11.7,94.64,0.2,4.903,56.05531,..,..,24.5762711864407,56.10671964,43.3435173034668,..,33.507,..,19.2669721627409,0.422784172268484,10.4702494646681,..
Sudan,SDN,2014,YR2014,64.269,4460,11.1,103.31,0.2,4.912,56.31639,..,..,24.2937853107345,57.52663359,44.9000015258789,..,33.689,78.74829,19.8090176659529,0.435505048273469,10.3769689507495,..
Sudan,SDN,2015,YR2015,64.659,4420,11.2,91.73,0.2,4.898,56.97478,..,..,30.5164319248826,58.95025332,46.9031066894531,..,33.894,..,20.4342494646681,0.490110627447757,10.2836884368308,2.65592181626577
Sudan,SDN,2016,YR2016,64.78,4720,11.8,104.96,0.2,4.829,59.17542,..,..,30.5164319248826,60.215884,48.8494033813477,..,34.121,73.66328,21.0798549250535,0.536625677686479,10.1971038543897,2.65023238020531
Suriname,SUR,2000,YR2000,65.508,7200,..,64.09,1,2.895,..,..,..,..,89.06166159,95.4943771362305,..,66.444,7.43018,3.0705,3.09066008626341,98.3389102564103,..
Suriname,SUR,2001,YR2001,65.482,7080,11.8,70,1.1,2.868,..,..,..,17.6470588235294,89.52978815,95.3973846435547,..,66.517,..,3.12432051282051,3.11977578714551,98.3126217948718,..
Suriname,SUR,2002,YR2002,65.531,7800,11.5,57.47,1.1,2.84,..,..,..,17.6470588235294,89.99603425,95.2928161621094,..,66.591,8.26719,3.17734615384615,2.25083019614014,98.2863333333333,..
Suriname,SUR,2003,YR2003,65.596,8330,10.9,62.33,1.2,2.811,..,..,..,17.6470588235294,90.45993885,95.1830062866211,..,66.664,..,3.22935897435897,2.44940251697169,98.2600448717949,..
Suriname,SUR,2004,YR2004,66.416,9120,10.3,65.24,1.3,2.781,..,..,..,19.6078431372549,90.92175126,95.0703125,..,66.737,9.10421,3.27289743589744,2.72823421574234,98.2337564102564,..
Suriname,SUR,2005,YR2005,67.002,9890,9.7,67.68,1.3,2.749,82.56368,..,..,25.4901960784314,91.35678539,94.9570770263672,..,66.682,..,3.30910256410256,3.26849017860602,98.2074679487179,..
Suriname,SUR,2006,YR2006,67.571,10640,8.8,72.51,1.4,2.717,84.50447,..,..,25.4901960784314,91.79050089,91.0198364257813,..,66.615,9.94123,3.34630128205128,2.92950693743379,98.1811794871795,..
Suriname,SUR,2007,YR2007,68.204,11590,8.8,77.39,1.4,2.687,82.64389,..,..,25.4901960784314,92.22516925,94.738883972168,..,66.547,..,3.38426923076923,2.67315217844249,98.154891025641,..
Suriname,SUR,2008,YR2008,68.816,12240,8.3,77.36,1.4,2.659,88.44901,..,..,25.4901960784314,92.66098154,94.639274597168,..,66.479,10.77825,3.42267948717949,2.72595320055887,98.1286025641026,..
Suriname,SUR,2009,YR2009,69.505,12490,7.7,89.47,1.4,2.633,91.54072,45.70265,50.03,25.4901960784314,93.09808235,94.5496139526367,..,66.412,..,3.46145512820513,2.67926820460493,98.1023141025641,..
Suriname,SUR,2010,YR2010,69.894,12820,7.3,92.07,1.4,2.61,88.62022,50.82254,47.67,9.80392156862745,93.53616993,91.1975173950195,..,66.344,11.61526,3.50051282051282,3.19526443012013,98.0760256410256,..
Suriname,SUR,2011,YR2011,69.914,13200,7.4,90.63,1.4,2.587,86.75953,50.99553,49.34,11.7647058823529,93.97539118,94.4109344482422,..,66.276,..,3.53939743589744,3.53661893774473,98.0142435897436,..
Suriname,SUR,2012,YR2012,69.764,14720,7.4,91.3,1.4,2.565,87.12086,51.9546,49.96,11.7647058823529,94.41575331,94.3673400878906,..,66.208,12.45228,3.57763461538462,4.3748107455327,97.9524615384615,..
Suriname,SUR,2013,YR2013,69.682,15900,7.1,98.61,1.4,2.543,86.69654,54.05382,48.35,11.7647058823529,94.85724987,94.3435821533203,..,66.14,..,3.61504487179487,4.06032836419025,97.8906794871795,..
Suriname,SUR,2014,YR2014,69.782,16540,7.3,101.66,1.4,2.519,86.34084,55.31381,50.42,11.7647058823529,95.30139306,94.3376312255859,..,66.089,13.2893,3.65180769230769,4.59905701777483,97.8288974358974,..
Suriname,SUR,2015,YR2015,70.8,16680,7.8,98.2,1.4,2.494,87.98828,57.78983,47.65,25.4901960784314,95.74769217,94.8952331542969,..,66.056,..,3.68894230769231,4.73365480689865,97.7671153846154,..
Suriname,SUR,2016,YR2016,71.592,13900,8.3,100.14,1.4,2.469,89.14081,..,45.34,25.4901960784314,96.19545677,95.8163146972656,9.14,66.04,14.12632,3.72726282051282,5.08189999879612,97.694358974359,..
Syrian Arab Republic,SYR,2000,YR2000,70.764,..,..,101.19,0.1,4.001,93.86005,39.32775,20.63,10.4,91.47474931,93.4835891723633,..,51.947,..,88.7346501251496,2.72270309389689,2.35107193383393,5.45365642119423
Syrian Arab Republic,SYR,2001,YR2001,71.644,..,..,100.13,0.1,4.007,94.56479,40.96619,21.32,10.4,91.64030056,93.2186508178711,..,52.314,..,91.0215910327566,2.67389640379083,2.38371966481663,5.48055046775797
Syrian Arab Republic,SYR,2002,YR2002,71.939,..,..,120.97,0.1,3.948,94.88283,41.03979,23.46,10.4,91.80370731,86.5999984741211,..,52.682,..,93.3943900315595,2.57906932180985,2.41636739579933,5.41250122273305
